indice_tiempo,region_de_destino,origen_viajeros,viajeros,observaciones
2020-07-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-08-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-09-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-10-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-01-01,Buenos Aires,Residentes,169606,""
2021-01-01,Buenos Aires,No residentes,250,""
2021-01-01,CABA,Residentes,40531,""
2021-01-01,CABA,No residentes,7507,""
2021-01-01,Cuyo,Residentes,94336,""
2021-01-01,Cuyo,No residentes,477,""
2021-01-01,Córdoba,Residentes,198301,""
2021-01-01,Córdoba,No residentes,528,""
2021-01-01,Litoral,Residentes,99963,""
2021-01-01,Litoral,No residentes,902,""
2021-01-01,Norte,Residentes,108215,""
2021-01-01,Norte,No residentes,241,""
2021-01-01,Patagonia,Residentes,205113,""
2021-01-01,Patagonia,No residentes,1811,""
2021-02-01,Buenos Aires,Residentes,169347,""
2021-02-01,Buenos Aires,No residentes,210,""
2021-02-01,CABA,Residentes,52011,""
2021-02-01,CABA,No residentes,6090,""
2021-02-01,Cuyo,Residentes,105961,""
2021-02-01,Cuyo,No residentes,202,""
2021-02-01,Córdoba,Residentes,194424,""
2021-02-01,Córdoba,No residentes,935,""
2021-02-01,Litoral,Residentes,127146,""
2021-02-01,Litoral,No residentes,2025,""
2021-02-01,Norte,Residentes,117274,""
2021-02-01,Norte,No residentes,237,""
2021-02-01,Patagonia,Residentes,213890,""
2021-02-01,Patagonia,No residentes,410,""
2021-03-01,Buenos Aires,Residentes,114211,""
2021-03-01,Buenos Aires,No residentes,127,""
2021-03-01,CABA,Residentes,65730,""
2021-03-01,CABA,No residentes,7752,""
2021-03-01,Cuyo,Residentes,87060,""
2021-03-01,Cuyo,No residentes,222,""
2021-03-01,Córdoba,Residentes,145050,""
2021-03-01,Córdoba,No residentes,218,""
2021-03-01,Litoral,Residentes,99777,""
2021-03-01,Litoral,No residentes,1407,""
2021-03-01,Norte,Residentes,99082,""
2021-03-01,Norte,No residentes,571,""
2021-03-01,Patagonia,Residentes,183465,""
2021-03-01,Patagonia,No residentes,725,""
2021-04-01,Buenos Aires,Residentes,60181,""
2021-04-01,Buenos Aires,No residentes,141,""
2021-04-01,CABA,Residentes,46107,""
2021-04-01,CABA,No residentes,4476,""
2021-04-01,Cuyo,Residentes,62386,""
2021-04-01,Cuyo,No residentes,195,""
2021-04-01,Córdoba,Residentes,110809,""
2021-04-01,Córdoba,No residentes,213,""
2021-04-01,Litoral,Residentes,74886,""
2021-04-01,Litoral,No residentes,699,""
2021-04-01,Norte,Residentes,88682,""
2021-04-01,Norte,No residentes,329,""
2021-04-01,Patagonia,Residentes,127266,""
2021-04-01,Patagonia,No residentes,382,""
2021-05-01,Buenos Aires,Residentes,20752,""
2021-05-01,Buenos Aires,No residentes,186,""
2021-05-01,CABA,Residentes,32508,""
2021-05-01,CABA,No residentes,4409,""
2021-05-01,Cuyo,Residentes,33056,""
2021-05-01,Cuyo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-05-01,Córdoba,Residentes,50706,""
2021-05-01,Córdoba,No residentes,266,""
2021-05-01,Litoral,Residentes,47824,""
2021-05-01,Litoral,No residentes,343,""
2021-05-01,Norte,Residentes,62573,""
2021-05-01,Norte,No residentes,226,""
2021-05-01,Patagonia,Residentes,57675,""
2021-05-01,Patagonia,No residentes,237,""
2021-06-01,Buenos Aires,Residentes,24822,""
2021-06-01,Buenos Aires,No residentes,107,""
2021-06-01,CABA,Residentes,43793,""
2021-06-01,CABA,No residentes,4256,""
2021-06-01,Cuyo,Residentes,34834,""
2021-06-01,Cuyo,No residentes,136,""
2021-06-01,Córdoba,Residentes,19858,""
2021-06-01,Córdoba,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-06-01,Litoral,Residentes,43882,""
2021-06-01,Litoral,No residentes,428,""
2021-06-01,Norte,Residentes,59466,""
2021-06-01,Norte,No residentes,279,""
2021-06-01,Patagonia,Residentes,54582,""
2021-06-01,Patagonia,No residentes,144,""
2021-07-01,Buenos Aires,Residentes,85261,""
2021-07-01,Buenos Aires,No residentes,259,""
2021-07-01,CABA,Residentes,75883,""
2021-07-01,CABA,No residentes,3549,""
2021-07-01,Cuyo,Residentes,105593,""
2021-07-01,Cuyo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-07-01,Córdoba,Residentes,142003,""
2021-07-01,Córdoba,No residentes,130,""
2021-07-01,Litoral,Residentes,124580,""
2021-07-01,Litoral,No residentes,334,""
2021-07-01,Norte,Residentes,168488,""
2021-07-01,Norte,No residentes,294,""
2021-07-01,Patagonia,Residentes,201198,""
2021-07-01,Patagonia,No residentes,369,""
2021-08-01,Buenos Aires,Residentes,92971,""
2021-08-01,Buenos Aires,No residentes,251,""
2021-08-01,CABA,Residentes,77992,""
2021-08-01,CABA,No residentes,3034,""
2021-08-01,Cuyo,Residentes,92238,""
2021-08-01,Cuyo,No residentes,248,""
2021-08-01,Córdoba,Residentes,136819,""
2021-08-01,Córdoba,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-08-01,Litoral,Residentes,125020,""
2021-08-01,Litoral,No residentes,499,""
2021-08-01,Norte,Residentes,170627,""
2021-08-01,Norte,No residentes,288,""
2021-08-01,Patagonia,Residentes,244941,""
2021-08-01,Patagonia,No residentes,344,""
2021-09-01,Buenos Aires,Residentes,86172,""
2021-09-01,Buenos Aires,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-09-01,CABA,Residentes,88790,""
2021-09-01,CABA,No residentes,3702,""
2021-09-01,Cuyo,Residentes,110685,""
2021-09-01,Cuyo,No residentes,206,""
2021-09-01,Córdoba,Residentes,132488,""
2021-09-01,Córdoba,No residentes,123,""
2021-09-01,Litoral,Residentes,144949,""
2021-09-01,Litoral,No residentes,547,""
2021-09-01,Norte,Residentes,185884,""
2021-09-01,Norte,No residentes,331,""
2021-09-01,Patagonia,Residentes,253945,""
2021-09-01,Patagonia,No residentes,389,""
2021-10-01,Buenos Aires,Residentes,124488,""
2021-10-01,Buenos Aires,No residentes,476,""
2021-10-01,CABA,Residentes,131662,""
2021-10-01,CABA,No residentes,13791,""
2021-10-01,Cuyo,Residentes,138199,""
2021-10-01,Cuyo,No residentes,1033,""
2021-10-01,Córdoba,Residentes,171358,""
2021-10-01,Córdoba,No residentes,527,""
2021-10-01,Litoral,Residentes,178061,""
2021-10-01,Litoral,No residentes,1599,""
2021-10-01,Norte,Residentes,200691,""
2021-10-01,Norte,No residentes,1667,""
2021-10-01,Patagonia,Residentes,224187,""
2021-10-01,Patagonia,No residentes,2052,""
2021-11-01,Buenos Aires,Residentes,154167,""
2021-11-01,Buenos Aires,No residentes,463,""
2021-11-01,CABA,Residentes,141087,""
2021-11-01,CABA,No residentes,33133,""
2021-11-01,Cuyo,Residentes,149812,""
2021-11-01,Cuyo,No residentes,3135,""
2021-11-01,Córdoba,Residentes,174769,""
2021-11-01,Córdoba,No residentes,894,""
2021-11-01,Litoral,Residentes,189312,""
2021-11-01,Litoral,No residentes,3237,""
2021-11-01,Norte,Residentes,180205,""
2021-11-01,Norte,No residentes,2310,""
2021-11-01,Patagonia,Residentes,255213,""
2021-11-01,Patagonia,No residentes,7714,""
2021-12-01,Buenos Aires,Residentes,219954,""
2021-12-01,Buenos Aires,No residentes,986,""
2021-12-01,CABA,Residentes,155022,""
2021-12-01,CABA,No residentes,49018,""
2021-12-01,Cuyo,Residentes,125892,""
2021-12-01,Cuyo,No residentes,3583,""
2021-12-01,Córdoba,Residentes,176016,""
2021-12-01,Córdoba,No residentes,1286,""
2021-12-01,Litoral,Residentes,185216,""
2021-12-01,Litoral,No residentes,6495,""
2021-12-01,Norte,Residentes,154093,""
2021-12-01,Norte,No residentes,3177,""
2021-12-01,Patagonia,Residentes,266251,""
2021-12-01,Patagonia,No residentes,19240,""
2022-01-01,Buenos Aires,Residentes,372875,""
2022-01-01,Buenos Aires,No residentes,1206,""
2022-01-01,CABA,Residentes,144026,""
2022-01-01,CABA,No residentes,52574,""
2022-01-01,Cuyo,Residentes,159413,""
2022-01-01,Cuyo,No residentes,5815,""
2022-01-01,Córdoba,Residentes,248441,""
2022-01-01,Córdoba,No residentes,1905,""
2022-01-01,Litoral,Residentes,199296,""
2022-01-01,Litoral,No residentes,9932,""
2022-01-01,Norte,Residentes,199123,""
2022-01-01,Norte,No residentes,5690,""
2022-01-01,Patagonia,Residentes,431711,""
2022-01-01,Patagonia,No residentes,31688,""
2022-02-01,Buenos Aires,Residentes,324301,""
2022-02-01,Buenos Aires,No residentes,1220,""
2022-02-01,CABA,Residentes,167252,""
2022-02-01,CABA,No residentes,63843,""
2022-02-01,Cuyo,Residentes,158767,""
2022-02-01,Cuyo,No residentes,6972,""
2022-02-01,Córdoba,Residentes,233949,""
2022-02-01,Córdoba,No residentes,2163,""
2022-02-01,Litoral,Residentes,204681,""
2022-02-01,Litoral,No residentes,9092,""
2022-02-01,Norte,Residentes,204143,""
2022-02-01,Norte,No residentes,7141,""
2022-02-01,Patagonia,Residentes,396643,""
2022-02-01,Patagonia,No residentes,24884,""
2022-03-01,Buenos Aires,Residentes,207454,""
2022-03-01,Buenos Aires,No residentes,656,""
2022-03-01,CABA,Residentes,182355,""
2022-03-01,CABA,No residentes,91732,""
2022-03-01,Cuyo,Residentes,158273,""
2022-03-01,Cuyo,No residentes,8908,""
2022-03-01,Córdoba,Residentes,186724,""
2022-03-01,Córdoba,No residentes,2297,""
2022-03-01,Litoral,Residentes,188186,""
2022-03-01,Litoral,No residentes,15236,""
2022-03-01,Norte,Residentes,181369,""
2022-03-01,Norte,No residentes,12729,""
2022-03-01,Patagonia,Residentes,325866,""
2022-03-01,Patagonia,No residentes,29916,""
2022-04-01,Buenos Aires,Residentes,154142,""
2022-04-01,Buenos Aires,No residentes,837,""
2022-04-01,CABA,Residentes,195683,""
2022-04-01,CABA,No residentes,124462,""
2022-04-01,Cuyo,Residentes,153703,""
2022-04-01,Cuyo,No residentes,11766,""
2022-04-01,Córdoba,Residentes,169844,""
2022-04-01,Córdoba,No residentes,5886,""
2022-04-01,Litoral,Residentes,195066,""
2022-04-01,Litoral,No residentes,19580,""
2022-04-01,Norte,Residentes,206286,""
2022-04-01,Norte,No residentes,15889,""
2022-04-01,Patagonia,Residentes,268491,""
2022-04-01,Patagonia,No residentes,28583,""
2022-05-01,Buenos Aires,Residentes,91857,""
2022-05-01,Buenos Aires,No residentes,398,""
2022-05-01,CABA,Residentes,205690,""
2022-05-01,CABA,No residentes,115209,""
2022-05-01,Cuyo,Residentes,130052,""
2022-05-01,Cuyo,No residentes,11492,""
2022-05-01,Córdoba,Residentes,127987,""
2022-05-01,Córdoba,No residentes,3437,""
2022-05-01,Litoral,Residentes,181096,""
2022-05-01,Litoral,No residentes,18190,""
2022-05-01,Norte,Residentes,164287,""
2022-05-01,Norte,No residentes,10525,""
2022-05-01,Patagonia,Residentes,173143,""
2022-05-01,Patagonia,No residentes,24855,""
2022-06-01,Buenos Aires,Residentes,82740,""
2022-06-01,Buenos Aires,No residentes,456,""
2022-06-01,CABA,Residentes,202937,""
2022-06-01,CABA,No residentes,108736,""
2022-06-01,Cuyo,Residentes,143367,""
2022-06-01,Cuyo,No residentes,14699,""
2022-06-01,Córdoba,Residentes,133973,""
2022-06-01,Córdoba,No residentes,3255,""
2022-06-01,Litoral,Residentes,180074,""
2022-06-01,Litoral,No residentes,15189,""
2022-06-01,Norte,Residentes,188246,""
2022-06-01,Norte,No residentes,8933,""
2022-06-01,Patagonia,Residentes,188022,""
2022-06-01,Patagonia,No residentes,26706,""
2022-07-01,Buenos Aires,Residentes,124129,""
2022-07-01,Buenos Aires,No residentes,817,""
2022-07-01,CABA,Residentes,250307,""
2022-07-01,CABA,No residentes,153465,""
2022-07-01,Cuyo,Residentes,192256,""
2022-07-01,Cuyo,No residentes,14284,""
2022-07-01,Córdoba,Residentes,209101,""
2022-07-01,Córdoba,No residentes,4651,""
2022-07-01,Litoral,Residentes,218833,""
2022-07-01,Litoral,No residentes,22266,""
2022-07-01,Norte,Residentes,303687,""
2022-07-01,Norte,No residentes,15649,""
2022-07-01,Patagonia,Residentes,282103,""
2022-07-01,Patagonia,No residentes,59104,""
2022-08-01,Buenos Aires,Residentes,111918,""
2022-08-01,Buenos Aires,No residentes,831,""
2022-08-01,CABA,Residentes,212115,""
2022-08-01,CABA,No residentes,142357,""
2022-08-01,Cuyo,Residentes,143607,""
2022-08-01,Cuyo,No residentes,14416,""
2022-08-01,Córdoba,Residentes,148589,""
2022-08-01,Córdoba,No residentes,3481,""
2022-08-01,Litoral,Residentes,200689,""
2022-08-01,Litoral,No residentes,21158,""
2022-08-01,Norte,Residentes,208085,""
2022-08-01,Norte,No residentes,12405,""
2022-08-01,Patagonia,Residentes,279057,""
2022-08-01,Patagonia,No residentes,46213,""
2022-09-01,Buenos Aires,Residentes,124866,""
2022-09-01,Buenos Aires,No residentes,1630,""
2022-09-01,CABA,Residentes,215581,""
2022-09-01,CABA,No residentes,156987,""
2022-09-01,Cuyo,Residentes,138365,""
2022-09-01,Cuyo,No residentes,15949,""
2022-09-01,Córdoba,Residentes,150115,""
2022-09-01,Córdoba,No residentes,6100,""
2022-09-01,Litoral,Residentes,206872,""
2022-09-01,Litoral,No residentes,21483,""
2022-09-01,Norte,Residentes,202667,""
2022-09-01,Norte,No residentes,11365,""
2022-09-01,Patagonia,Residentes,286339,""
2022-09-01,Patagonia,No residentes,42727,""
2022-10-01,Buenos Aires,Residentes,198848,""
2022-10-01,Buenos Aires,No residentes,2979,""
2022-10-01,CABA,Residentes,236918,""
2022-10-01,CABA,No residentes,163309,""
2022-10-01,Cuyo,Residentes,150868,""
2022-10-01,Cuyo,No residentes,22873,""
2022-10-01,Córdoba,Residentes,178330,""
2022-10-01,Córdoba,No residentes,6608,""
2022-10-01,Litoral,Residentes,213761,""
2022-10-01,Litoral,No residentes,25354,""
2022-10-01,Norte,Residentes,204203,""
2022-10-01,Norte,No residentes,16271,""
2022-10-01,Patagonia,Residentes,281460,""
2022-10-01,Patagonia,No residentes,53662,""
2022-11-01,Buenos Aires,Residentes,198206,""
2022-11-01,Buenos Aires,No residentes,2685,""
2022-11-01,CABA,Residentes,224992,""
2022-11-01,CABA,No residentes,185468,""
2022-11-01,Cuyo,Residentes,142187,""
2022-11-01,Cuyo,No residentes,20014,""
